source	word	sage	base_count	base_rate	file_count	file_rate
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	chinese	0.7229571686227269	600	0.00024552268916090984	510	0.0004907824322984881
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	ethiopian	0.6772529607269058	144	5.892544539861836e-05	130	0.00012510140431137932
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	asian	0.6747206473743392	619	0.00025329757431767196	501	0.0004821215658461618
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	black	0.6631429144347438	10489	0.004292145811014639	8122	0.0078159508139771
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	mexicans	0.6548032107028876	423	0.00017309349585844144	341	0.000328150606693695
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	blacks	0.6424575754951336	2726	0.0011154914177544004	2080	0.002001622468982069
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	asians	0.6262866604457651	809	0.00033104642588529344	619	0.0005956751482211061
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	hispanic	0.6181122092490604	300	0.00012276134458045492	238	0.00022903180173929446
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	africa	0.6031578445308093	728	0.0002979008628485706	546	0.0005254258981077932
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	supremacists	0.6003442999033745	686	0.00028071427460730694	514	0.0004946317062772998
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	catholic	1.2188460623830375	977	0.0003997927788503482	621	0.001263893157270235
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	priest	1.2039708107346365	367	0.00015017804487008985	238	0.00048439061421951034
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	catholics	1.1510977220413166	443	0.00018127758549713844	270	0.000549518764030537
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	christians	1.0944023655499655	1759	0.0007197906837234007	978	0.0019904790785995005
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	christian	1.0737265594179723	1982	0.0008110432831948722	1078	0.0021940045467589587
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	christianity	1.060753707918813	513	0.00020992189923257792	284	0.0005780123295728611
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	evangelicals	1.0004980217359127	96	3.9283630265745576e-05	59	0.00012008002621408029
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	bishops	0.9897488687794073	170	6.956476192892445e-05	95	0.00019334919475148522
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	rabbi	0.9807052126821432	84	3.437317648252738e-05	52	0.00010583324344291822
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	clergy	0.9795546014353821	127	5.196896920572592e-05	73	0.00014857359175640445
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	dyke	0.924529365255484	483	0.00019764576477453242	440	0.00048178523328259987
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	hoes	0.9159787941053185	715	0.00029258120458341757	637	0.0006974936218204912
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	transgender	0.9007252020478865	481	0.00019682735581066273	428	0.00046864563601125626
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	fag	0.8593766891057184	688	0.00028153268357117663	580	0.000635080534781609
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	dykes	0.8495200875825346	380	0.0001554977031352429	325	0.00035586409276555674
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	lesbian	0.8487389611689317	431	0.00017636713171392023	366	0.0004007577167759808
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	trans	0.8485895017192182	300	0.00012276134458045492	260	0.0002846912742124454
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	sexist	0.8441239188974986	715	0.00029258120458341757	593	0.0006493150984922312
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	queer	0.8432397436052173	339	0.00013872031937591406	290	0.0003175402673908045
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	hoe	0.8400809810035201	501	0.00020501144544935972	419	0.00045879093805774855
