source	word	sage	base_count	base_rate	file_count	file_rate
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	cotton	1.102289570708836	100	5.2398378584573076e-05	48	0.00015794513380914304
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	kaepernick	1.0185593731604239	76	3.982276772427554e-05	34	0.00011187780311480965
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	kneeling	0.9950710738310873	73	3.8250816366738344e-05	32	0.00010529675587276204
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	chicago	0.9913688337163801	241	0.0001262800923888211	102	0.00033563340934442896
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	anthem	0.9774418038832163	101	5.292236237041881e-05	43	0.00014149251570402398
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	black	0.9762593548471734	12294	0.006441856663187414	5055	0.016633596904275377
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	paint	0.9730210121280276	99	5.1874394798727346e-05	42	0.00013820199208300016
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	negro	0.9653066302180084	358	0.00018758619533277163	147	0.0004837069722905006
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	niggas	0.9445681055739693	1395	0.0007309573812547944	557	0.0018328216569102641
/home/mamille3/hegemonic_hate/data/identity/people_of_color_sents.txt	blm	0.9246760757685518	424	0.00022216912519858986	167	0.0005495174447109768
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	molotov	1.576955104793593	72	3.7726832580892614e-05	14	0.000188707220747011
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	divorce	1.3793329815285653	94	4.925447586949869e-05	15	0.00020218630794322607
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	male	1.3217097500592074	1206	0.0006319244457299513	172	0.0023184029977489926
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	penis	1.3036074870042356	216	0.00011318049774267785	31	0.00041785170308266724
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	genders	1.2895450902378973	88	4.611057315442431e-05	13	0.00017522813355079595
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	soy	1.2817230471101324	96	5.0302443441190154e-05	14	0.000188707220747011
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	truck	1.260311836944473	98	5.1350411012881615e-05	14	0.000188707220747011
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	incel	1.2601353599183467	128	6.706992458825354e-05	18	0.00024262356953187131
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	dollar	1.2571404794874583	181	9.484106523807728e-05	25	0.0003369771799053768
/home/mamille3/hegemonic_hate/data/identity/men_sents.txt	negative	1.243217303070145	92	4.820650829780723e-05	13	0.00017522813355079595
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	zionists	2.6894134556084524	67	3.510691365166396e-05	38	0.000488425598642691
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	jewish	2.555454488782446	868	0.0004548179261140943	421	0.005411241500751918
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	palestine	2.4446021587550177	65	3.40589460799725e-05	29	0.00037274585159573784
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	israeli	2.43436976890449	82	4.2966670439349926e-05	36	0.0004627189881878125
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	oven	2.422733012258007	116	6.078211915810477e-05	50	0.0006426652613719618
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	zionist	2.4178043010074477	164	8.593334087869985e-05	70	0.0008997313659207465
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	gas	2.3715942073942125	214	0.0001121325301709864	87	0.0011182375547872136
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	holocaust	2.348365942297553	247	0.0001294239951038955	98	0.0012596239122890452
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	jews	2.3158419263328414	3133	0.0016416412010546745	1194	0.015346846441562447
/home/mamille3/hegemonic_hate/data/identity/jews_sents.txt	israel	2.2742378683866136	652	0.00034163742837141646	239	0.0030719399493579773
/home/mamille3/hegemonic_hate/data/identity/women_sents.txt	feminism	1.2146759729367738	203	0.00010636870852668335	149	0.000358889994195135
/home/mamille3/hegemonic_hate/data/identity/women_sents.txt	hoes	1.1868812205079713	489	0.00025622807127856237	347	0.000835804214669207
/home/mamille3/hegemonic_hate/data/identity/women_sents.txt	sexist	1.1796563393822086	407	0.00021326140083921243	287	0.0006912847539194882
/home/mamille3/hegemonic_hate/data/identity/women_sents.txt	feminists	1.1592767399806037	379	0.00019858985483553197	262	0.0006310683119404387
/home/mamille3/hegemonic_hate/data/identity/women_sents.txt	chad	1.1591023156686149	120	6.28780543014877e-05	84	0.00020232724504960631
/home/mamille3/hegemonic_hate/data/identity/women_sents.txt	sluts	1.1460387026911927	126	6.602195701656208e-05	87	0.00020955321808709224
